3						
#n	pH(k)	F(k)	pH(k+1)
  9.4484386e+000	  5.1855581e+002	  9.4237111e+000	
  9.4237111e+000	  5.1855581e+002	  9.4006222e+000	
  9.4006222e+000	  5.1855581e+002	  9.3791467e+000	
  9.3791467e+000	  5.1855581e+002	  9.3592465e+000	
  9.3592465e+000	  5.1855581e+002	  9.3408727e+000	
  9.3408727e+000	  5.1855581e+002	  9.3239664e+000	
  9.3239664e+000	  5.1855581e+002	  9.3084612e+000	
  9.3084612e+000	  5.1855581e+002	  9.2942844e+000	
  9.2942844e+000	  5.1855581e+002	  9.2813592e+000	
  9.2813592e+000	  5.1855581e+002	  9.2696064e+000	
  9.2696064e+000	  5.1855581e+002	  9.2589458e+000	
  9.2589458e+000	  5.1855581e+002	  9.2492975e+000	
  9.2492975e+000	  5.1855581e+002	  9.2405834e+000	
  9.2405834e+000	  5.1855581e+002	  9.2327277e+000	
  9.2327277e+000	  5.1778092e+002	  9.0176437e+000	
  9.0176437e+000	  5.1778092e+002	  8.7529293e+000	
  8.7529293e+000	  5.1778092e+002	  8.4985154e+000	
  8.4985154e+000	  5.1778092e+002	  8.3118240e+000	
  8.3118240e+000	  5.1778092e+002	  8.1823790e+000	
  8.1823790e+000	  5.1778092e+002	  8.0891536e+000	
  8.0891536e+000	  5.1778092e+002	  8.0190226e+000	
  8.0190226e+000	  5.1778092e+002	  7.9644311e+000	
  7.9644311e+000	  5.1778092e+002	  7.9208352e+000	
  7.9208352e+000	  5.1864181e+002	  8.0073398e+000	
  8.0073398e+000	  5.1864181e+002	  8.1000521e+000	
  8.1000521e+000	  5.1864181e+002	  8.1999148e+000	
  8.1999148e+000	  5.1864181e+002	  8.3074122e+000	
  8.3074122e+000	  5.1864181e+002	  8.4216725e+000	
  8.4216725e+000	  5.1864181e+002	  8.5392041e+000	
  8.5392041e+000	  5.1864181e+002	  8.6535657e+000	
  8.6535657e+000	  5.1864181e+002	  8.7577166e+000	
  8.7577166e+000	  5.1864181e+002	  8.8474665e+000	
  8.8474665e+000	  5.1864181e+002	  8.9223373e+000	
  8.9223373e+000	  5.1864181e+002	  8.9840242e+000	
  8.9840242e+000	  5.1837766e+002	  8.9471953e+000	
  8.9471953e+000	  5.1837766e+002	  8.9131024e+000	
  8.9131024e+000	  5.1837766e+002	  8.8817871e+000	
  8.8817871e+000	  5.1837766e+002	  8.8532232e+000	
  8.8532232e+000	  5.1837766e+002	  8.8273265e+000	
  8.8273265e+000	  5.1837766e+002	  8.8039678e+000	
  8.8039678e+000	  5.1837766e+002	  8.7829872e+000	
  8.7829872e+000	  5.1577681e+002	  8.0124094e+000	
  8.0124094e+000	  5.1577681e+002	  7.7329286e+000	
  7.7329286e+000	  5.1577681e+002	  7.5784504e+000	
  7.5784504e+000	  5.1577681e+002	  7.4757929e+000	
  7.4757929e+000	  5.1577681e+002	  7.4012916e+000	
  7.4012916e+000	  5.1577681e+002	  7.3443765e+000	
  7.3443765e+000	  5.1577681e+002	  7.2994181e+000	
  7.2994181e+000	  5.1577681e+002	  7.2630642e+000	
  7.2630642e+000	  5.1577681e+002	  7.2331592e+000	
  7.2331592e+000	  5.1577681e+002	  7.2082356e+000	
  7.2082356e+000	  5.1577681e+002	  7.1872505e+000	
  7.1872505e+000	  5.1577681e+002	  7.1694373e+000	
  7.1694373e+000	  5.1496072e+002	  7.1352538e+000	
  7.1352538e+000	  5.1496072e+002	  7.1070079e+000	
  7.1070079e+000	  5.1496072e+002	  7.0833844e+000	
  7.0833844e+000	  5.1496072e+002	  7.0634380e+000	
  7.0634380e+000	  5.1496072e+002	  7.0464675e+000	
  7.0464675e+000	  5.1496072e+002	  7.0319388e+000	
  7.0319388e+000	  5.1496072e+002	  7.0194366e+000	
  7.0194366e+000	  5.1496072e+002	  7.0086323e+000	
  7.0086323e+000	  5.1496072e+002	  6.9992616e+000	
  6.9992616e+000	  5.1496072e+002	  6.9911095e+000	
  6.9911095e+000	  5.1496072e+002	  6.9839992e+000	
  6.9839992e+000	  5.1496072e+002	  6.9777836e+000	
  6.9777836e+000	  5.1496072e+002	  6.9723398e+000	
  6.9723398e+000	  5.1496072e+002	  6.9675640e+000	
  6.9675640e+000	  5.1496072e+002	  6.9633684e+000	
  6.9633684e+000	  5.1496072e+002	  6.9596777e+000	
  6.9596777e+000	  5.1496072e+002	  6.9564277e+000	
  6.9564277e+000	  5.1926453e+002	  7.0234584e+000	
  7.0234584e+000	  5.1926453e+002	  7.0929968e+000	
  7.0929968e+000	  5.1926453e+002	  7.1655969e+000	
  7.1655969e+000	  5.1926453e+002	  7.2419858e+000	
  7.2419858e+000	  5.1926453e+002	  7.3231430e+000	
  7.3231430e+000	  5.1788898e+002	  7.3553521e+000	
  7.3553521e+000	  5.1788898e+002	  7.3860618e+000	
  7.3860618e+000	  5.1788898e+002	  7.4152393e+000	
  7.4152393e+000	  5.1788898e+002	  7.4428619e+000	
  7.4428619e+000	  5.1788898e+002	  7.4689182e+000	
  7.4689182e+000	  5.1788898e+002	  7.4934080e+000	
  7.4934080e+000	  5.1839295e+002	  7.5446139e+000	
  7.5446139e+000	  5.1839295e+002	  7.5956466e+000	
  7.5956466e+000	  5.1839295e+002	  7.6464692e+000	
  7.6464692e+000	  5.1839295e+002	  7.6970369e+000	
  7.6970369e+000	  5.1839295e+002	  7.7472950e+000	
  7.7472950e+000	  5.1839295e+002	  7.7971776e+000	
  7.7971776e+000	  5.1839295e+002	  7.8466059e+000	
  7.8466059e+000	  5.1839295e+002	  7.8954860e+000	
  7.8954860e+000	  5.1839295e+002	  7.9437076e+000	
  7.9437076e+000	  5.1839295e+002	  7.9911430e+000	
  7.9911430e+000	  5.1859687e+002	  8.0742073e+000	
  8.0742073e+000	  5.1859687e+002	  8.1619778e+000	
  8.1619778e+000	  5.1859687e+002	  8.2546705e+000	
  8.2546705e+000	  5.1859687e+002	  8.3518585e+000	
  8.3518585e+000	  5.1859687e+002	  8.4519308e+000	
  8.4519308e+000	  5.1859687e+002	  8.5517037e+000	
  8.5517037e+000	  5.1859687e+002	  8.6468518e+000	
  8.6468518e+000	  5.1859687e+002	  8.7333768e+000	
  8.7333768e+000	  5.1859687e+002	  8.8090284e+000	
  8.8090284e+000	  5.1859687e+002	  8.8735241e+000	
  8.8735241e+000	  5.1859687e+002	  8.9278362e+000	
  8.9278362e+000	  5.1859687e+002	  8.9734123e+000	
  8.9734123e+000	  5.2467927e+002	  9.8163995e+000	
  9.8163995e+000	  5.2467927e+002	  1.0068424e+001	
  1.0068424e+001	  5.2467927e+002	  1.0211686e+001	
  1.0211686e+001	  5.2467927e+002	  1.0308272e+001	
  1.0308272e+001	  5.2467927e+002	  1.0378936e+001	
  1.0378936e+001	  5.2467927e+002	  1.0433184e+001	
  1.0433184e+001	  5.2467927e+002	  1.0476167e+001	
  1.0476167e+001	  5.2467927e+002	  1.0510990e+001	
  1.0510990e+001	  5.2467927e+002	  1.0539669e+001	
  1.0539669e+001	  5.2467927e+002	  1.0563585e+001	
  1.0563585e+001	  5.2467927e+002	  1.0583726e+001	
  1.0583726e+001	  5.2467927e+002	  1.0600821e+001	
  1.0600821e+001	  5.2467927e+002	  1.0615423e+001	
  1.0615423e+001	  5.2467927e+002	  1.0627962e+001	
  1.0627962e+001	  5.2467927e+002	  1.0638776e+001	
  1.0638776e+001	  5.1799425e+002	  1.0582442e+001	
  1.0582442e+001	  5.1799425e+002	  1.0525511e+001	
  1.0525511e+001	  5.1799425e+002	  1.0467892e+001	
  1.0467892e+001	  5.1799425e+002	  1.0409479e+001	
  1.0409479e+001	  5.1799425e+002	  1.0350146e+001	
  1.0350146e+001	  5.1799425e+002	  1.0289741e+001	
  1.0289741e+001	  5.1799425e+002	  1.0228085e+001	
  1.0228085e+001	  5.1799425e+002	  1.0164958e+001	
  1.0164958e+001	  5.1799425e+002	  1.0100092e+001	
  1.0100092e+001	  5.1842683e+002	  1.0049189e+001	
  1.0049189e+001	  5.1842683e+002	  9.9984546e+000	
  9.9984546e+000	  5.1842683e+002	  9.9479160e+000	
  9.9479160e+000	  5.1842683e+002	  9.8976043e+000	
  9.8976043e+000	  5.1842683e+002	  9.8475559e+000	
  9.8475559e+000	  5.1842683e+002	  9.7978133e+000	
  9.7978133e+000	  5.1842683e+002	  9.7484264e+000	
  9.7484264e+000	  5.1842683e+002	  9.6994527e+000	
  9.6994527e+000	  5.1842683e+002	  9.6509592e+000	
  9.6509592e+000	  5.1842683e+002	  9.6030231e+000	
  9.6030231e+000	  5.1842683e+002	  9.5557324e+000	
  9.5557324e+000	  5.1842683e+002	  9.5091873e+000	
  9.5091873e+000	  5.1842683e+002	  9.4634995e+000	
  9.4634995e+000	  5.1842683e+002	  9.4187927e+000	
  9.4187927e+000	  5.1842683e+002	  9.3752004e+000	
  9.3752004e+000	  5.1842683e+002	  9.3328645e+000	
  9.3328645e+000	  5.1851651e+002	  9.3092257e+000	
  9.3092257e+000	  5.1851651e+002	  9.2872568e+000	
  9.2872568e+000	  5.1851651e+002	  9.2669196e+000	
  9.2669196e+000	  5.1851651e+002	  9.2481636e+000	
  9.2481636e+000	  5.1851651e+002	  9.2309272e+000	
  9.2309272e+000	  5.1851651e+002	  9.2151402e+000	
  9.2151402e+000	  5.1851651e+002	  9.2007257e+000	
